#timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1413393890255760384,-0.0105758,0.1192748,0.2026366,0.2357563,0.7582679,-0.1639246,0.5853012
1413393890355760640,0.0512782,0.1352071,0.2054837,0.4128977,0.6480795,-0.3434861,0.5399312
1413393890455760384,-0.1037072,0.0423033,0.2098086,-0.1363421,0.7262385,0.1300889,0.6611091
1413393890555760384,-0.0719467,0.2246318,0.2404319,0.1428191,0.7268026,-0.1112127,0.6625650
1413393890655760640,-0.1292167,0.2753545,0.2277106,0.1047224,0.7221277,-0.0779123,0.6793339
1413393890755760384,-0.1318904,0.3348212,0.2395459,0.1230537,0.7294321,-0.0888718,0.6669996
1413393890855760640,-0.1601179,0.3978119,0.2484500,0.1345524,0.7372380,-0.0965527,0.6550216
1413393890955760384,-0.1426107,0.4761899,0.3191084,0.1294170,0.7478686,-0.0889229,0.6450090
1413393891055760384,-0.1859132,0.5451676,0.3522605,0.1276652,0.7541483,-0.0834415,0.6387483
1413393891155760640,-0.2559440,0.6109088,0.3838849,0.1063292,0.7595440,-0.0676050,0.6381352
1413393891255760384,-0.3233600,0.6761004,0.4111314,0.0963645,0.7598052,-0.0605722,0.6401101
1413393891355760640,-0.3500758,0.7505655,0.4628892,0.1035103,0.7442122,-0.0579299,0.6573264
1413393891455760384,-0.4112755,0.8493702,0.4689818,0.1086858,0.7029862,-0.0553323,0.7006683
1413393891555760384,-0.4929815,0.9364443,0.4786011,0.1099758,0.6767954,-0.0528730,0.7259875
1413393891655760640,-0.6239815,1.0353508,0.4792129,0.1041067,0.6743480,-0.0452443,0.7296366
1413393891755760384,-0.8060868,1.1106849,0.4750973,0.0867809,0.6779156,-0.0333555,0.7292372
1413393891855760640,-1.0412655,1.1651644,0.4822046,0.0615548,0.6871982,-0.0149675,0.7237027
1413393891955760384,-1.2639459,1.2197966,0.4893381,0.0551409,0.7105923,-0.0123425,0.7013314
1413393892055760384,-1.4883732,1.3119159,0.5016054,0.0597028,0.7424058,-0.0193870,0.6670033
1413393892155760640,-1.7193980,1.4321472,0.5242421,0.0672488,0.7625379,-0.0267764,0.6428815
1413393892255760384,-1.9540825,1.5692000,0.5456970,0.0774342,0.7704387,-0.0343419,0.6318614
1413393892355760640,-2.1733111,1.7484439,0.5608319,0.0911411,0.7726946,-0.0491391,0.6262761
1413393892455760384,-2.3597709,1.9401040,0.5657375,0.1072367,0.7741985,-0.0697912,0.6198760
1413393892555760384,-2.5746347,2.0863852,0.5691285,0.1091308,0.7773091,-0.0752437,0.6149955
1413393892655760640,-2.7752209,2.2425951,0.5648938,0.1122808,0.7848501,-0.0852044,0.6034431
1413393892755760384,-2.9447297,2.4177018,0.5522640,0.1168570,0.7987003,-0.0985079,0.5819952
1413393892855760640,-3.0883451,2.6093198,0.5383843,0.1235077,0.8125125,-0.1134490,0.5582997
1413393892955760384,-3.1917072,2.8280986,0.5286322,0.1309255,0.8224761,-0.1301881,0.5379988
1413393893055760384,-3.2831771,2.9820449,0.5140019,0.1344250,0.8271971,-0.1368467,0.5281551
1413393893155760640,-3.4075137,3.1284060,0.5244905,0.1331464,0.8263518,-0.1357830,0.5300733
1413393893255760384,-3.4974272,3.2150102,0.5722059,0.1253567,0.8245399,-0.1226084,0.5379469
1413393893355760640,-3.5790883,3.3507579,0.5994998,0.1189900,0.8187389,-0.1270754,0.5471378
1413393893455760384,-3.6823292,3.4527644,0.6499154,0.1046331,0.8154912,-0.1281510,0.5546199
1413393893555760384,-3.6719664,3.4843301,0.7156918,0.0892384,0.8163646,-0.1256395,0.5565969
1413393893655760640,-3.6054077,3.3650581,0.8270592,0.0505106,0.8265263,-0.1046023,0.5507824
1413393893755760384,-3.6124712,3.4437054,0.8774282,0.0436048,0.8235148,-0.1089321,0.5550278
1413393893855760640,-3.6085958,3.5127745,0.9324896,0.0437182,0.8160543,-0.1093165,0.5658569
1413393893955760384,-3.5965393,3.5729118,0.9907240,0.0483952,0.8036972,-0.1052188,0.5836589
1413393894055760384,-3.5646223,3.6023815,1.0474310,0.0451718,0.7973043,-0.0995671,0.5935922
1413393894155760640,-3.4715187,3.6579248,1.0424450,0.0526499,0.7899167,-0.1023321,0.6023186
1413393894255760384,-3.0687096,3.2750991,0.8949959,0.0638262,0.7777731,-0.1109305,0.6153777
1413393894355760640,-2.9725444,3.1401107,0.7744447,0.0982097,0.7605463,-0.1313307,0.6282327
1413393894455760384,-2.8509849,3.1081642,0.8180797,0.0869876,0.7674329,-0.1218461,0.6234047
1413393894555760384,-2.7473226,3.0756846,0.8245788,0.0864698,0.7687021,-0.1160787,0.6230135
1413393894655760640,-2.6071886,3.0360945,0.8227401,0.0864493,0.7704118,-0.1105317,0.6219123
1413393894755760384,-2.4964068,2.9893076,0.8104042,0.0873390,0.7700566,-0.1071229,0.6228237
1413393894855760640,-2.3937176,2.9390067,0.7985557,0.0857739,0.7696249,-0.1057707,0.6238052
1413393894955760384,-2.2823739,2.8776193,0.7861323,0.0888520,0.7647662,-0.1031012,0.6297683
1413393895055760384,-2.1697237,2.8125701,0.7753778,0.0914546,0.7574391,-0.1004271,0.6386208
1413393895155760640,-2.0680538,2.7566134,0.7692592,0.0933378,0.7576322,-0.0975765,0.6385612
1413393895255760384,-1.9860094,2.7178544,0.7691084,0.0892220,0.7615790,-0.0939203,0.6349928
1413393895355760640,-1.8974297,2.6690618,0.7629683,0.0894976,0.7596648,-0.0917800,0.6375547
1413393895455760384,-1.8077181,2.6198726,0.7493593,0.0886357,0.7574872,-0.0894389,0.6405916
1413393895555760384,-1.7241807,2.5701735,0.7297635,0.0892939,0.7567040,-0.0927992,0.6409478
1413393895655760640,-1.6487335,2.5293441,0.7134031,0.0910583,0.7567035,-0.0995981,0.6396784
1413393895755760384,-1.5758187,2.5001640,0.7039958,0.0961223,0.7532754,-0.1060322,0.6419454
1413393895855760640,-1.5061956,2.4760827,0.6987718,0.1020713,0.7501470,-0.1183358,0.6425400
1413393895955760384,-1.4400932,2.4588447,0.6964143,0.1092834,0.7498329,-0.1356816,0.6382776
1413393896055760384,-1.3766764,2.4448673,0.6959110,0.1218357,0.7520054,-0.1554921,0.6288610
1413393896155760640,-1.3181706,2.4315608,0.6980040,0.1380344,0.7497228,-0.1800616,0.6216430
1413393896255760384,-1.2674590,2.4113976,0.7029676,0.1623093,0.7394307,-0.2078991,0.6194158
1413393896355760640,-1.2202091,2.3968850,0.7092791,0.1869374,0.7268672,-0.2361128,0.6172270
1413393896455760384,-1.1851871,2.3903503,0.7215031,0.2019925,0.7108995,-0.2753117,0.6148369
