#timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1403638522477829376,0.0094330,0.0003583,0.0435156,-0.0673878,0.8851535,0.0252618,0.4596998
1403638522577829632,0.0178895,-0.0040545,0.0625869,-0.1076388,0.8994485,0.0333923,0.4222455
1403638522677829632,0.0285414,-0.0074258,0.0821093,-0.1107089,0.8984557,0.0350880,0.4234261
1403638522777829376,0.0371981,-0.0116566,0.1045462,-0.1172794,0.8935092,0.0423155,0.4313888
1403638522877829632,0.0439958,-0.0076156,0.1286563,-0.1293041,0.8871395,0.0390811,0.4412898
1403638522977829376,0.0476237,-0.0176958,0.1514141,-0.1403810,0.8821447,0.0341673,0.4482706
1403638523077829632,0.0530458,-0.0241231,0.1600512,-0.1380432,0.8794772,0.0316562,0.4543807
1403638523177829632,0.0536143,-0.0382195,0.1626411,-0.1427850,0.8766776,0.0346563,0.4580914
1403638523277829376,0.0348168,-0.0631571,0.1447929,-0.1504157,0.8722430,0.0423909,0.4634331
1403638523377829632,0.0120391,-0.0899110,0.1262715,-0.1771989,0.8667191,0.0542809,0.4630898
1403638523477829376,-0.0195554,-0.1072502,0.0631651,-0.1728333,0.8696573,0.0582362,0.4587301
1403638523577829632,-0.0393762,-0.1391914,0.0414418,-0.1938994,0.8756004,0.0754880,0.4359226
1403638523677829632,0.0042448,-0.1157753,0.0412972,-0.2139607,0.8790459,0.0911593,0.4161599
1403638523777829376,0.0042760,-0.1227908,0.0298085,-0.2209023,0.8811116,0.1004827,0.4058914
1403638523877829632,0.0046476,-0.0731597,0.0149350,-0.2200624,0.8782443,0.1072302,0.4108056
1403638523977829376,-0.0053978,-0.0857437,0.0001917,-0.2153031,0.8744233,0.1181348,0.4184168
1403638524077829632,-0.0110272,-0.0929818,-0.0059454,-0.2077985,0.8728417,0.1302084,0.4219157
1403638524177829632,-0.0014094,-0.0749697,0.0014160,-0.1985846,0.8723461,0.1359829,0.4255409
1403638524277829376,0.0161192,-0.0849876,0.0482585,-0.2024148,0.8688630,0.1394571,0.4297174
1403638524377829632,0.0328172,-0.1275892,0.1235476,-0.2144635,0.8622495,0.1412594,0.4365513
1403638524477829376,0.0398782,-0.1842373,0.1774405,-0.2212280,0.8564266,0.1366928,0.4459896
1403638524577829632,0.0622121,-0.2325493,0.2250573,-0.2235306,0.8512264,0.1302909,0.4565874
1403638524677829632,0.0819780,-0.2197010,0.2947479,-0.2155831,0.8455979,0.1233263,0.4725237
1403638524777829376,0.1005789,-0.2420604,0.3401746,-0.2022108,0.8437800,0.1185530,0.4827953
1403638524877829632,0.1121175,-0.2467481,0.3783615,-0.1961257,0.8423518,0.1155392,0.4884966
1403638524977829376,0.1229487,-0.2467639,0.4002967,-0.2000815,0.8392291,0.1160309,0.4921368
1403638525077829632,0.1140171,-0.2726985,0.3973434,-0.1976669,0.8358748,0.1189994,0.4980765
1403638525177829632,0.0994305,-0.3045138,0.3687261,-0.1960833,0.8343284,0.1236089,0.5001683
1403638525277829376,0.0961758,-0.2993498,0.3255498,-0.1945452,0.8365334,0.1285664,0.4958173
1403638525377829632,0.0732132,-0.3203578,0.2738368,-0.1958552,0.8434679,0.1359380,0.4813767
1403638525477829376,0.0570779,-0.2751544,0.2083677,-0.1994188,0.8543171,0.1390223,0.4593988
1403638525577829632,0.0553030,-0.2391828,0.1495500,-0.2021120,0.8629508,0.1393291,0.4416493
