#timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1403638524127829504,-0.0330260,-0.0697951,-0.2368230,-0.0522583,0.8313963,0.1078847,0.5425958
1403638524227829504,-0.0326384,-0.0702636,-0.2080496,-0.0545543,0.8348165,0.1089012,0.5368852
1403638524327829504,-0.0304632,-0.0700114,-0.1595180,-0.0575212,0.8349703,0.1038097,0.5373449
1403638524427829504,-0.0249234,-0.0681149,-0.1013723,-0.0634850,0.8315491,0.0984592,0.5429562
1403638524527829504,-0.0176478,-0.0658707,-0.0401528,-0.0684369,0.8242321,0.0963785,0.5537770
1403638524627829504,-0.0088339,-0.0626080,0.0180936,-0.0703628,0.8170050,0.0929376,0.5647252
1403638524727829504,-0.0000794,-0.0585864,0.0662686,-0.0645674,0.8125149,0.0894059,0.5724134
1403638524827829504,0.0070996,-0.0550936,0.0999899,-0.0524216,0.8102072,0.0843472,0.5776693
1403638524927829504,0.0115014,-0.0505671,0.1192576,-0.0567012,0.8092445,0.0843471,0.5786138
1403638525027829504,0.0131405,-0.0484288,0.1193222,-0.0625233,0.8065138,0.0883358,0.5812256
1403638525127829504,0.0150151,-0.0466789,0.0962070,-0.0586461,0.8037818,0.0922168,0.5848005
1403638525227829504,0.0166612,-0.0465238,0.0550878,-0.0576277,0.8038098,0.0974392,0.5840158
1403638525327829504,0.0140306,-0.0494705,0.0048854,-0.0587521,0.8094289,0.1030158,0.5751181
1403638525427829504,0.0089647,-0.0512446,-0.0476090,-0.0629998,0.8206131,0.1072374,0.5577861
1403638525527829504,0.0027728,-0.0512855,-0.0979431,-0.0698390,0.8327985,0.1082138,0.5383854
1403638525627829504,0.0008333,-0.0519396,-0.1443069,-0.0735259,0.8386383,0.1072166,0.5289464
1403638525727829504,-0.0013546,-0.0532418,-0.1800802,-0.0727903,0.8395372,0.1036434,0.5283341
1403638525827829504,-0.0037568,-0.0539580,-0.2054188,-0.0698939,0.8367921,0.0985251,0.5340286
1403638525927829504,-0.0064326,-0.0583546,-0.2210422,-0.0626967,0.8341462,0.0967595,0.5393578
1403638526027829504,-0.0093150,-0.0724344,-0.2266944,-0.0578392,0.8349276,0.0977228,0.5385172
1403638526127829504,-0.0113334,-0.0969856,-0.2244828,-0.0607262,0.8390796,0.0966889,0.5318920
1403638526227829504,-0.0112319,-0.1313922,-0.2134084,-0.0567640,0.8412856,0.0864290,0.5306095
1403638526327829504,-0.0118641,-0.1710126,-0.1980581,-0.0522491,0.8393564,0.0765707,0.5356191
1403638526427829504,-0.0152448,-0.2155675,-0.1825560,-0.0447164,0.8351094,0.0626609,0.5446709
1403638526527829504,-0.0194219,-0.2646915,-0.1705147,-0.0408912,0.8298065,0.0481940,0.5544605
1403638526627829504,-0.0237424,-0.3201804,-0.1622671,-0.0382604,0.8219070,0.0367703,0.5671446
1403638526727829504,-0.0294592,-0.3826750,-0.1557381,-0.0336859,0.8174135,0.0293586,0.5743156
1403638526827829504,-0.0377508,-0.4497083,-0.1508081,-0.0229375,0.8146613,0.0250870,0.5789400
1403638526927829504,-0.0428448,-0.5142648,-0.1492693,-0.0216642,0.8150854,0.0228819,0.5784833
1403638527027829504,-0.0455043,-0.5750064,-0.1493479,-0.0194613,0.8194634,0.0157396,0.5725846
1403638527127829504,-0.0390707,-0.6308836,-0.1496592,-0.0192118,0.8247320,0.0063599,0.5651616
1403638527227829504,-0.0366647,-0.6769109,-0.1454872,-0.0127795,0.8257165,-0.0066564,0.5639013
1403638527327829504,-0.0327559,-0.7088771,-0.1397820,0.0004805,0.8221912,-0.0179540,0.5689280
1403638527427829504,-0.0305326,-0.7217453,-0.1345043,0.0155384,0.8180661,-0.0254385,0.5743512
1403638527527829504,-0.0246841,-0.7119906,-0.1333235,0.0217113,0.8171932,-0.0279612,0.5752756
1403638527627829504,-0.0165588,-0.6813744,-0.1344814,0.0214795,0.8180112,-0.0267804,0.5741769
1403638527727829504,-0.0040637,-0.6367654,-0.1365112,0.0153176,0.8181723,-0.0183479,0.5744761
1403638527827829504,0.0054609,-0.5819957,-0.1363544,0.0059269,0.8202169,-0.0125343,0.5718845
1403638527927829504,0.0151695,-0.5208586,-0.1339609,-0.0084922,0.8224032,-0.0075706,0.5687913
1403638528027829504,0.0252240,-0.4596111,-0.1320788,-0.0156055,0.8212830,-0.0010217,0.5703066
1403638528127829504,0.0328945,-0.3987199,-0.1328061,-0.0240401,0.8196977,0.0064953,0.5722549
