#timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1413393890755760384,0.1564906,0.1489612,0.2705801,0.0103798,0.7987567,-0.0024558,0.6015596
1413393890855760640,0.1645293,0.1776727,0.2852570,0.0173186,0.8066761,-0.0046162,0.5907220
1413393890955760384,0.1681035,0.2015277,0.2942543,0.0195497,0.8101361,-0.0042204,0.5859006
1413393891055760384,0.1703844,0.2267015,0.3071682,0.0220278,0.8116173,-0.0037388,0.5837621
1413393891155760640,0.1729309,0.2536939,0.3224557,0.0223511,0.8106219,-0.0053977,0.5851183
1413393891255760384,0.1766948,0.2811991,0.3398963,0.0232819,0.8082230,-0.0076480,0.5883664
1413393891355760640,0.1758571,0.3078865,0.3452005,0.0213707,0.7872478,-0.0068699,0.6162281
1413393891455760384,0.1662353,0.3429944,0.3394396,0.0094011,0.7439605,-0.0033202,0.6681492
1413393891555760384,0.1346232,0.3759038,0.3284431,-0.0027981,0.7123617,0.0008162,0.7018065
1413393891655760640,0.0762509,0.4060869,0.3190551,-0.0099806,0.7004723,0.0077474,0.7135677
1413393891755760384,-0.0075313,0.4343098,0.3128643,-0.0160559,0.6972503,0.0133539,0.7165235
1413393891855760640,-0.1161591,0.4577634,0.3099357,-0.0166130,0.7055525,0.0151992,0.7082999
1413393891955760384,-0.2547090,0.4736096,0.3152030,-0.0247960,0.7313257,0.0222812,0.6812132
1413393892055760384,-0.4183887,0.4663561,0.3268201,-0.0425182,0.7671324,0.0377490,0.6389641
1413393892155760640,-0.5880005,0.4263956,0.3513296,-0.0665544,0.7892268,0.0596919,0.6075594
1413393892255760384,-0.7476522,0.3809738,0.3824215,-0.0845573,0.8006448,0.0770433,0.5881175
1413393892355760640,-0.8994917,0.3691240,0.3984878,-0.0857890,0.8062316,0.0782302,0.5800956
1413393892455760384,-1.0481269,0.3658369,0.4016191,-0.0838256,0.8119470,0.0768312,0.5725489
1413393892555760384,-1.1925949,0.3840064,0.3936836,-0.0779755,0.8161696,0.0704405,0.5681771
1413393892655760640,-1.3344542,0.4057805,0.3737618,-0.0724691,0.8235967,0.0661886,0.5586195
1413393892755760384,-1.4658200,0.4187566,0.3501090,-0.0682388,0.8370070,0.0673294,0.5387296
1413393892855760640,-1.5812061,0.4407300,0.3346362,-0.0638155,0.8518611,0.0684632,0.5153379
1413393892955760384,-1.6798462,0.4516723,0.3266582,-0.0654717,0.8638280,0.0737662,0.4940376
1413393893055760384,-1.7574562,0.4486787,0.3355201,-0.0734007,0.8709801,0.0855839,0.4782065
1413393893155760640,-1.8075565,0.4674648,0.3466730,-0.0803724,0.8709106,0.0905542,0.4762929
1413393893255760384,-1.8319240,0.5073435,0.3614391,-0.0832633,0.8655711,0.0918972,0.4851894
1413393893355760640,-1.8345464,0.5556626,0.3773762,-0.0925917,0.8618396,0.0860505,0.4911767
1413393893455760384,-1.8144560,0.6083522,0.3945857,-0.1034864,0.8587215,0.0781451,0.4957634
1413393893555760384,-1.7743060,0.6642529,0.4119189,-0.1123865,0.8572462,0.0729595,0.4971672
1413393893655760640,-1.7153648,0.7185749,0.4301195,-0.1215123,0.8560470,0.0689339,0.4976610
1413393893755760384,-1.6405749,0.7730672,0.4500417,-0.1289038,0.8539649,0.0634064,0.5001073
1413393893855760640,-1.5497860,0.8253333,0.4729257,-0.1302637,0.8471874,0.0602767,0.5115384
1413393893955760384,-1.4444050,0.8712588,0.4976778,-0.1281625,0.8347296,0.0599772,0.5321687
1413393894055760384,-1.3310896,0.9134291,0.5224311,-0.1260823,0.8262337,0.0598665,0.5457628
1413393894155760640,-1.2105954,0.9482715,0.5471557,-0.1243670,0.8225143,0.0579529,0.5519461
1413393894255760384,-1.0859157,0.9763589,0.5724686,-0.1243898,0.8212514,0.0558237,0.5540370
1413393894355760640,-0.9565553,0.9967002,0.5927207,-0.1234073,0.8204720,0.0526860,0.5557162
1413393894455760384,-0.8236697,1.0083219,0.5945398,-0.1161095,0.8197093,0.0529000,0.5583877
1413393894555760384,-0.6885900,1.0169320,0.5810898,-0.1072893,0.8173718,0.0536367,0.5634851
1413393894655760640,-0.5517451,1.0221884,0.5598670,-0.0994766,0.8152862,0.0551425,0.5677783
1413393894755760384,-0.4149924,1.0215712,0.5386125,-0.0936432,0.8133322,0.0558042,0.5714958
1413393894855760640,-0.2795863,1.0136742,0.5185727,-0.0900721,0.8119489,0.0542675,0.5741785
1413393894955760384,-0.1446640,1.0054062,0.5037396,-0.0859215,0.8068915,0.0543032,0.5818889
1413393895055760384,-0.0154503,0.9865680,0.4897196,-0.0808762,0.7994526,0.0523458,0.5929541
1413393895155760640,0.1157486,0.9876163,0.4848633,-0.0807527,0.7989808,0.0559410,0.5932784
1413393895255760384,0.2409249,0.9780596,0.4775009,-0.0782714,0.8017059,0.0565192,0.5898702
1413393895355760640,0.3619998,0.9679391,0.4680216,-0.0766333,0.7994498,0.0567408,0.5931171
1413393895455760384,0.4790659,0.9571564,0.4510205,-0.0750104,0.7968009,0.0561618,0.5969319
1413393895555760384,0.5938631,0.9460989,0.4267618,-0.0717038,0.7966119,0.0508581,0.5980649
1413393895655760640,0.7042444,0.9363325,0.4043302,-0.0661537,0.7976619,0.0418401,0.5980039
1413393895755760384,0.8078078,0.9251708,0.3877780,-0.0552714,0.7950599,0.0302047,0.6032516
1413393895855760640,0.9030306,0.9066306,0.3746277,-0.0399613,0.7932180,0.0107791,0.6075294
1413393895955760384,0.9899062,0.8841815,0.3647521,-0.0193777,0.7936468,-0.0153931,0.6078753
1413393896055760384,1.0679525,0.8606049,0.3570943,0.0080562,0.7953856,-0.0445023,0.6044141
1413393896155760640,1.1396134,0.8388840,0.3515520,0.0367267,0.7931774,-0.0776046,0.6029082
1413393896255760384,1.2037122,0.8138445,0.3495170,0.0702794,0.7843091,-0.1125886,0.6060065
1413393896355760640,1.2585632,0.7962334,0.3488541,0.1024432,0.7730825,-0.1469337,0.6084893
1413393896455760384,1.3030170,0.7870360,0.3531149,0.1216903,0.7596128,-0.1904552,0.6098415
1413393896555760384,1.3364361,0.7880941,0.3598641,0.1310342,0.7519639,-0.2371978,0.6009306
1413393896655760640,1.3621710,0.7888096,0.3677628,0.1410866,0.7469581,-0.2818215,0.5854270
1413393896755760384,1.3809943,0.7841325,0.3783081,0.1496038,0.7387195,-0.3269557,0.5700984
1413393896855760640,1.3869625,0.7703359,0.3901142,0.1576579,0.7280545,-0.3709919,0.5544777
1413393896955760384,1.3826926,0.7480846,0.4016614,0.1676996,0.7226927,-0.4120383,0.5289769
1413393897055760384,1.3646916,0.7144831,0.4099839,0.1864413,0.7331755,-0.4350670,0.4882725
1413393897155760640,1.3479242,0.6659751,0.4139191,0.2219643,0.7455932,-0.4364809,0.4520033
1413393897255760384,1.3456259,0.6025657,0.4191852,0.2669247,0.7501525,-0.4186787,0.4367273
1413393897355760640,1.3598657,0.5323999,0.4251941,0.3091017,0.7440058,-0.3942637,0.4421171
1413393897455760384,1.3907606,0.4608447,0.4282719,0.3190514,0.7309712,-0.3910934,0.4592747
1413393897555760384,1.4279835,0.3906135,0.4319098,0.3148389,0.7186720,-0.3967707,0.4764033
1413393897655760640,1.4704978,0.3204561,0.4360864,0.3062207,0.7143254,-0.4025529,0.4836520
1413393897755760384,1.5198817,0.2594531,0.4435868,0.3017359,0.7147564,-0.4042689,0.4844021
1413393897855760640,1.5738586,0.2030583,0.4558913,0.3040603,0.7158882,-0.4020326,0.4831368
1413393897955760384,1.6328491,0.1480572,0.4691179,0.3136206,0.7149375,-0.4033481,0.4773015
