#timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1403715894634057984,-0.0257651,0.1801498,0.2135654,0.0789677,0.8246591,-0.0374947,0.5588341
1403715894734057984,-0.0035292,0.2251275,0.2343409,0.0920468,0.8331551,-0.0560666,0.5424358
1403715894834057984,0.0213075,0.2671618,0.2514189,0.0946743,0.8365244,-0.0658921,0.5356509
1403715894934057984,0.0370195,0.3099452,0.2734025,0.0875934,0.8352501,-0.0635417,0.5391169
1403715895034057984,0.0369586,0.3519134,0.2981021,0.0765736,0.8331471,-0.0582157,0.5446221
1403715895134057984,0.0331239,0.3963748,0.3284124,0.0530734,0.8330300,-0.0449414,0.5488392
1403715895234057984,0.0292121,0.4450109,0.3596215,0.0341177,0.8310962,-0.0371601,0.5538359
1403715895334057984,0.0260235,0.4913337,0.3904618,0.0215217,0.8284430,-0.0305088,0.5588275
1403715895434057984,0.0337082,0.5462033,0.4165157,0.0220332,0.8277576,-0.0308610,0.5598032
1403715895534057984,0.0416877,0.5971178,0.4398252,0.0216458,0.8281190,-0.0314910,0.5592484
1403715895634057984,0.0512864,0.6486339,0.4634846,0.0230906,0.8284327,-0.0328798,0.5586456
1403715895734057984,0.0627127,0.7011824,0.4858270,0.0250240,0.8291072,-0.0348663,0.5574401
1403715895834057984,0.0703056,0.7543260,0.5089776,0.0251621,0.8295752,-0.0352529,0.5567127
1403715895934057984,0.0812282,0.8042266,0.5297509,0.0268161,0.8298137,-0.0365681,0.5561950
1403715896034057984,0.0914256,0.8553130,0.5504524,0.0260236,0.8305058,-0.0400356,0.5549595
1403715896134057984,0.1052647,0.9031227,0.5671817,0.0237760,0.8309688,-0.0470627,0.5538147
1403715896234057984,0.1184089,0.9515700,0.5808625,0.0187873,0.8293641,-0.0588135,0.5552866
1403715896334057984,0.1295476,0.9923426,0.5962408,0.0063225,0.8251842,-0.0725133,0.5601544
1403715896434057984,0.1369425,1.0254072,0.6138551,-0.0050155,0.8222028,-0.0828703,0.5631074
1403715896534057984,0.1442225,1.0457670,0.6286160,-0.0109235,0.8189302,-0.0913960,0.5664634
1403715896634057984,0.1449073,1.0527251,0.6471161,-0.0160644,0.8146905,-0.0960136,0.5716667
1403715896734057984,0.1394821,1.0455870,0.6665326,-0.0194309,0.8122786,-0.0982657,0.5746040
1403715896834057984,0.1278080,1.0279665,0.6878814,-0.0267175,0.8153108,-0.0995586,0.5697742
1403715896934057984,0.1076554,0.9913298,0.7120308,-0.0416548,0.8180198,-0.1008544,0.5647449
1403715897034057984,0.0866410,0.9337620,0.7340934,-0.0625498,0.8196155,-0.1046464,0.5597920
1403715897134057984,0.0647145,0.8521823,0.7580097,-0.0783143,0.8204310,-0.1031743,0.5568796
1403715897234057984,0.0464207,0.7492971,0.7794512,-0.0745342,0.8225212,-0.0973282,0.5553654
1403715897334057984,0.0264941,0.6240624,0.8028493,-0.0526823,0.8274470,-0.0780032,0.5535987
1403715897434057984,0.0083809,0.4858182,0.8261486,-0.0261401,0.8327744,-0.0570234,0.5500471
1403715897534057984,-0.0082300,0.3442653,0.8469754,-0.0085806,0.8351685,-0.0474039,0.5478804
1403715897634057984,-0.0229201,0.1995110,0.8664841,-0.0088060,0.8361352,-0.0504409,0.5461283
1403715897734057984,-0.0374411,0.0532234,0.8828326,-0.0176938,0.8355070,-0.0586007,0.5460595
1403715897834057984,-0.0521738,-0.0972365,0.8998215,-0.0234728,0.8336052,-0.0657958,0.5479254
1403715897934057984,-0.0687401,-0.2505151,0.9171657,-0.0202589,0.8305088,-0.0660693,0.5527020
1403715898034057984,-0.0843712,-0.4153828,0.9348513,-0.0122001,0.8266332,-0.0613663,0.5592521
1403715898134057984,-0.0991394,-0.5828251,0.9522853,0.0000111,0.8184873,-0.0559226,0.5717964
1403715898234057984,-0.1147520,-0.7532464,0.9678895,0.0125412,0.8118081,-0.0560095,0.5810966
